id	alt_title	archived	co_op	collection_id	controller_support	date_added	date_modified	description	developer	esrb	favorite	filename	genre_id	gpu	hdd	last_played	mod	notes	online_multiplayer	operating_system	platform_id	play_count	players	processor	publisher	ram	region	save_path	steam_id	store	tags	title	translation	year
1968		0	0	120	1	2024-02-02 19:55:52.344707	2024-03-25 12:42:26.059483	Up in Star Haven, there exists a Star Wand that allows the stars to grant wishes to those who are pure of heart. The Star Wand is looked over by the Seven Star Spirits, who protect it in its sanctuary. However, Bowser attacks Star Haven, steals the Star Wand, and locks up the Star Spirits so that they cannot challenge his power. With his new powers, Bowser defeats Mario and lifts Princess Peach's castle into the air, taking her and all her guests as prisoners. Now, the only way to challenge Bowser's unbridled power is to rescue all seven Star Spirits, which have been imprisoned all over the land.	Intelligent Systems Co.	E	0	paper-mario.z64	12						0		21	0	1		Nintendo		NA				Platformer, Turn-Based	Paper Mario	0	2000
1969	Mystical Ninja 2 Starring Goemon	0	1	48	1	2024-02-02 19:56:18.312740	2024-02-02 19:58:20.046643	Goemon and his friends return in this 2D scrolling sequel to *Mystical Ninja Starring Goemon*. Bismaru, who looks like Goemon's friend Ebisumaru dressed up as a nun, has swiped a freshly-invented Ghost Returning Machine! With it, he's using planning nothing less than world domination. All Ebisumaru wanted to do with it was meet his ancestor, James Dean! Help Goemon and his friends retrieve the Machine, and bust some ghosts on the way.	Konami	E	0	goemons-great-adventure.z64	1						0		21		2		Konami		NA				Platformer, Puzzle	Goemon's Great Adventure	0	1999
1970		0	0	0	1	2024-02-02 20:01:05.834140	2024-02-02 20:01:05.834143	"In Chopper Attack, you take a chopper and.. well.. attack! You get to choose between eight different attack choppers, each having its own strengths and weaknesses.

After the briefing from your XO, you are set to destroy something —tanks, other helicopters, planes, radars, buildings etc. While the mission only requires you to do something specific, destroying everything gives you bonuses and money, which you can then use to buy more heavy-duty missiles between the missions."	SETA Corporation	T	0	chopper-attack.z64	1						0		21	0	1		Miday		NA				Flight, Military	Chopper Attack	0	1997
1971		0	0	60	1	2024-02-02 22:29:36.518177	2024-02-02 22:31:21.437300	*Santa Claus Junior* is a platform game for the Gameboy Color. It features a little boy called Nick whose job is to find all presents Santa Claus lost when the evil witch caught him. So, he must defeat the witch and free Santa Claus so that Christmas can commence as usually.	NEON Software	E	0	santa-claus-junior.gbc	1						0		13		1		JoWooD Productions Software		EU				2D Scrolling, Platformer	Santa Claus Junior	0	2001
1972		0	0	23	1	2024-02-02 22:41:48.618972	2024-02-06 11:58:04.494611	"The land of Holodrum is dying and Onox, the General of Darkness, has imprisoned the Oracle of Seasons and is destroying the land. So link must master the changing of the seasons to help him restore Holodrum to prosperity.

Link the game with *The Legend of Zelda: Oracle of Ages*. Friends and enemies will travel between the 2 games; passwords can upgrade and transport items!"	Capcom	E	0	legend-of-zelda-oracle-of-seaons.gbc	3						0		13		1		Nintendo		NA				Fantasy	Legend of Zelda: Oracle of Seasons, The	0	2001
1973		0	0	35	1	2024-02-02 22:42:31.348676	2024-02-02 23:25:46.775722	Tomb Raider: Curse of the Sword contains five large areas to explore. Afflicted with a terrible curse, Lara must follow a group of thieves from a museum in Manhattan, across rooftops in Soho, down into the New York subway system, beyond the Brooklyn Docks, and all the way to their hideout in Bermuda.	Core Design	E	0	tomb-raider-curse-of-the-sword.gbc	1						0		13		1		Activision		NA				2D Scrolling, Platformer	Lara Croft: Tomb Raider - Curse of the Sword	0	2001
1974		0	0	23	1	2024-02-02 22:42:39.587902	2024-02-06 11:58:16.065862	"A pall of Darkness has fallen over the land of Labrynna. The Sorceress of Shadows has captured the Oracle of Ages and is using her power to do evil. Link has been summoned to help and must travel back and forth in time to stop the Sorceress of Shadows and return Labrynna to its former glory.

Link the game with *The Legend of Zelda: Oracle of Seasons*. Friends and enemies will travel between the 2 games, and passwords can upgrade and transport items!"	Capcom	E	0	legend-of-zelda-oracle-of-ages.gbc	3						0		13		1		Nintendo		NA				Fantasy	Legend of Zelda: Oracle of Ages, The	0	2001
1975		0	0		1	2024-02-02 22:42:49.635160	2024-02-06 12:00:18.685227	The third title of the Lufia series gives us an entirely new battle and dungeon system. All of the dungeons in this game are randomly generated, which can get annoying at times. Otherwise, it's a lot like Lufia 2 in the dungeon department. You see the monsters, they move when you move and you can stun them.	Neverland Co., Ltd.	E	0	lufia-the-legend-returns.gbc	12						0		13		1		Natsume		NA				Isometric	Lufia: The Legend Returns	0	2001
1976		0	0	23	1	2024-02-02 22:42:57.406877	2024-02-06 11:59:58.747208	This game is a color-enhanced update to Link's Awakening. The game is also compatible with the original Game Boy.	Nintendo	E	0	legend-of-zelda-links-awakening-dx.gbc	3						0		13		1		Nintendo		NA				Fantasy, Top-Down	Legend of Zelda: Link's Awakening DX, The	0	1998
1977		0	0	60	1	2024-02-02 22:44:30.738877	2024-02-02 23:32:19.704913	After years of watching the Whos of Who-Ville celebrate Christmas, the Grinch has had enough. The Grinch devises a plan to put a stop to this noisy celebration by stealing the villages Christmas presents.	Behaviour Interactive	E	0	grinch.gbc	1						0		13		1		Konami		NA				Top-Down	The Grinch	0	2000
1978		0	0	61	1	2024-02-02 22:49:08.172353	2024-02-02 23:36:20.963999	"*Pokémon Crystal* is an upgrade of the parallel Pokémon Gold and Pokémon Silver. The game is to its parallels like Pokémon Yellow: Special Pikachu Edition and Pokémon Emerald are to to theirs. This means that the storyline, characters, and gameplay are basically the same, only there have been made several updates and changes to make this game more exciting and fun.

- The player can now play as both a male and a female character.
- The Pokémon Suicune plays a much bigger role, both as a character and a Pokémon. The player will meet it earlier and be able to catch it easier at Tin Tower as well as encountering it three times before.
- New characters: Eusine, The Poké Seer and more.
- New interface, a sign will appear at the bottom of the screen when entering a new area showing where the player is (route, area).
- New animations: Pokémon move when entering combat screen.
- New Pokémon locations, exceptions, moves and additions."	Game Freak	E	0	pokemon-crystal.gbc	12						0		13		2		Nintendo		NA				Turn-Based	Pokémon Crystal Version	0	2000
1979		0	0	88	1	2024-02-02 22:49:16.233866	2024-05-28 21:48:02.116281	It's believed that Umbrella, the creators of the deadly virus that wiped out Raccoon City, has developed a new Bio Organic Weapon on a cruise ship called the Starlight, which is on its way to Europe. One S.T.A.R.S. member, Leon S Kennedy (from Resident Evil 2) was sent out to destroy the weapon, but the team have been unable to contact him since he arrived at the ship.	M4	T	0	resident-evil-gaiden.gbc	1						0		13		1		Capcom		NA				Puzzle, Shooter	Resident Evil: Gaiden	0	2001
1980		0	0		1	2024-02-02 22:49:25.048295	2024-02-02 23:38:44.801554	The Avar empire is an imminent threat to our homeland of Karinia. As a member of the Bionic Corps' Elite Forces team your mission is to infiltrate the Avar installations, disrupt their invasion plans and rescue our scout, fellow bionic commando, Commander Joe. You play a bionic soldier with a mechanic arm that extends and contracts to let you interact with objects normally out of reach. The game is based on the Bionic Commando arcade game and is a typical platform game with the emphasis on the capabilities your bionic arms gives you. You can use it to swing from platform to platform, pull yourself up onto higher platforms, and attack enemies with it. A few other weapons and a range of pickups is also available. At the start of the game you also get to choose to play a male or female commando.	Nintendo Software Technology Corporation	E	0	bionic-commando-elite-forces.gbc	1						0		13		1		Nintendo		NA				2D Scrolling, Platformer	Bionic Commando: Elite Forces	0	2000
1981	Metal Gear: Ghost Babel	0	0	17	1	2024-02-02 22:51:25.613784	2024-02-02 22:53:02.514218	"Metal Gear Solid (original Japanese name: Metal Gear: Ghost Babel) for GameBoy Color is not the same game as the popular Playstation/PC installment of the series. It is not set within the storyline of Metal Gear series, but instead tells an unrelated episode featuring the same hero - special agent Solid Snake. A secret government project, codenamed ""Babel"", attempts to revive the Metal Gear project - development of a highly destructive mech weapon. But an organization known as Gindran Liberation Front hijacked the Metal Gear prototype, without which any further development would be useless. Solid Snake is sent to infiltrate Outer Heaven, a location not entirely unfamiliar to him, and to retrieve the prototype."	Konami	E	0	metal-gear-solid.gbc	1						0		13		2		Konami		NA				Stealth	Metal Gear Solid (2000)	0	2000
1982		0	0		1	2024-02-02 22:54:27.141415	2024-02-02 22:56:39.724886	"The small fishing village of Scuttle Town is a quiet and peaceful place, thanks mainly to its protector, the self-appointed Shantae the genie.

When lady-pirate Risky Boots receives information that a treasure chest is found at the village, she quickly makes her way there for an invasion to take the cash. As Shantae, you must use the genies magical abilities, her hair whipping attacks and dance moves to stop the pirate and her gang from taking the treasure and leaving the town in ruins."	WayForward Technologies	E	0	shantae.gbc	1						0		13		1		Capcom		NA				2D Scrolling, Platformer	Shantae	0	2002
1983		0	0		1	2024-02-02 22:54:36.841645	2024-02-02 23:04:07.155486	*Pokémon Picross*, not to be confused with the 3DS game with the same name, was a Game Boy Color game slated for release in 1999, with snapshots of the game published in several video game magazines, but was ultimately scrapped. A near-final prototype dump of the game was surfaced online in 2020.	Jupiter Corp.	E	0	pokemon-picross.en.gbc	9						0		13		1		Nintendo		NA				None	Pokémon Picross	0	1999
1984		0	0		1	2024-02-03 12:25:12.655319	2024-02-03 12:27:10.329058	A xenomorph-themed pinball game for the TurboGrafx-16 and the first in Compile's highly acclaimed Crush Pinball series.	Compile	E	0	alien-crush.pce	1						0		36		1		Hudson Entertainment		JP				Pinball	Alien Crush	0	1988
1985		0	0		1	2024-02-03 12:30:10.857484	2024-02-03 12:32:41.693693	Originally released only in Japan, *Battle Lode Runner* is a sequel to *Lode Runner* and its major draw is a 5 player mode. Players move around several platforms collecting gold. Various enemies inhabit the levels, and the player, armed with a drill, attempts to drill holes to capture the enemies. Unfortunately, this does not defeat the enemies, only disables them for a short time. After a few seconds, the enemies respawn and resume their chase of the player.	Hudson Entertainment	E	0	battle-lode-runner.pce	1						0		36		5		Hudson Entertainment		JP				Platformer, Puzzle	Battle Lode Runner	0	1993
1986		0	0	45	1	2024-02-03 12:33:32.253733	2024-02-03 12:36:24.646587	This limited edition of Bomberman features up to five players trying top each other in a three-minute battle, in which one player must win five matches to gain first place. When there are less than five players, two monster enemy-types take the place of the absent players.	Hudson Entertainment	E	0	bomberman-users-battle.pce	1						0		36		5		Hudson Entertainment		JP				Top-Down	Bomberman Users Battle	0	1990
1987		0	0		1	2024-02-03 12:38:59.901543	2024-02-03 12:43:11.822613	As Coryoon the dragon, you must save the princess in this horizontally-scrolling shoot 'em up. 	naxat Co.	E	0	coryoon-child-of-dragon.pce	1						0		36		1		naxat Co.		JP				Shooter, 2D Scrolling	Coryoon: Child of Dragon	0	1991
1988		0	0		1	2024-02-03 12:43:58.251722	2024-02-03 12:46:33.893001	"In the 24th century, mankind has gone into space. The crew of the starship Swordfish are in an engagement with space pirates when the battle takes a turn for the worse. In desperation, the crew activate their jump drive without a destination... and end up flung across the galaxy to the galactic core. The Swordfish however is badly damaged with many casualties including the captain. Only 26 of the crew survive, and of them only six are qualified for combat: The commander, two soldiers, a mechanic and a doctor and six giant ""Module"" mechanized suits available for them. These survivors locate planet Farworld, apparently colonized by humans. There they discover the colony is under attack by a relentless mechanical aliens dubbed ""Berserkers"". The crew of the Swordfish must fight back against the Berserkers and explore the galaxy for some means to return home."	Compile	E10	0	cyber-knight.pce	12						0		36		1		Tonkin HouseTokyo Shoseki Co.		JP				Turn-Based	Cyber Knight	0	1990
